title,content
두번만 하기엔 아까운 최고의 공연,"테너 유채훈이자 대중가수 유채훈, �釧� 유채훈 등등장르를 넘나들며 유채훈이 곧 장르임을 보여주는어디에서도 볼 수 없는 콘서트였어요!2시간 넘는 시간이 순삭일 정도로 공연 셋리가 짜임새있고 토크도 재밌고유채훈의 팬과 유채훈을 처음 보는 사람들 모두가 즐길 수 있었어요.감동스럽기도 하고 스트레스도 확 풀리는 유채훈님의 단콘,서울에서 두번만 하기는 넘나 아까워요 ㅠㅜ 지방 투어공연도 성사시켜주세요!"
내년에도 무조건 !!!!,정말 후회없는 공연내년에도 계속계속 갈꺼에요.4시간 쉬지 않고 뛰어도 담날 다리 알배기고 팔 못올려도 기분좋아요종일 소리지르고 스트레스 다 해소됨
걍 미침,"인생 첫 콘서트였는데 싸콘이라 영광!!!! 
흠뻑쇼할때까지 갈꺼라 다짐ㅠㅠㅠ
진짜 너무 재밌었어요ㅠㅠㅠㅠㅠㅠㅠㅠ"
흠뻑쇼 진짜 최고,"진짜 신나게 즐기고 온 공연
스트레스 날려버려"
사베 소리질러~~~,호오오우~~~~~~~
최고의 공연,너무너무너무너무 행복한 시간이었습니다
ㅎㅎㅎㅎㅎㅎㅎㅎ,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
싸이 최고 20대인 저보다 강철체력,"기고만장하게 오늘 좀 놀아볼까? 했는데
첫번째 곡부터 KO
싸이형님은 어떻게 저렇게 잘 뛰어 다니시는거죠?
제 2살 조카와 체력이 비슷하십니다

저희는 대구에서 내려갔는데
무더운 여름, 물 맞으면서 재미있게 놀았습니다
다음엔 물 더 뿌려 주세요 제발료
물을 쉴새 없이 맞았을 때 너무 행복했어요
마치 영화의 한장면같았네요
나이를 먹으니 길에서 비가 쏟아질 때,
아무 생각 없이 그냥 뛰어들어 맞고싶을 때가 있습니다
흠뻑쇼에서 이 갈증을 해결 했네요 ㅎㅎ

앵앵앵앵앵앵앵콜은 원했지만 주변 주민들을 위해..
아쉬워하며 퇴장.. 예전처럼 밤새도록 뛰어 놀고싶어요

그래도 정말 잘 놀다 갔습니다"
싸이 최고 20대인 저보다 강철체력,"기고만장하게 오늘 좀 놀아볼까? 했는데
첫번째 곡부터 KO
싸이형님은 어떻게 저렇게 잘 뛰어 다니시는거죠?
제 2살 조카와 체력이 비슷하십니다

저희는 대구에서 내려갔는데
무더운 여름, 물 맞으면서 재미있게 놀았습니다
다음엔 물 더 뿌려 주세요 제발료
물을 쉴새 없이 맞았을 때 너무 행복했어요
마치 영화의 한장면같았네요
나이를 먹으니 길에서 비가 쏟아질 때,
아무 생각 없이 그냥 뛰어들어 맞고싶을 때가 있습니다
흠뻑쇼에서 이 갈증을 해결 했네요 ㅎㅎ

앵앵앵앵앵앵앵콜은 원했지만 주변 주민들을 위해..
아쉬워하며 퇴장.. 예전처럼 밤새도록 뛰어 놀고싶어요

그래도 정말 잘 놀다 갔습니다"
너무나 행복한 시간이었읍니다.,기대 이상의 즐거운 공연이었읍니다.다음 공연을 온 마음으로 기다립니다.
완벽한 공연,공연장의 소리 울림이 너무나 좋았읍니다.그래서 유채훈님의 노래가 더 아름답고 웅장했읍니다.다음에도 무조건 가겠읍니다.
좋은 공연이었습니다.,"재즈공연을 가끔 관람하곤 합니다.이번 공연은 무척 특별했던 공연입니다.연주자들의 실력은 두말할 나위도 없고, 관객들과 호흡하면서 연주하는 분위기가 좋았습니다."
무더위를 날려버린 멋진쇼,뭐더운 여름날 피서 잘하고 왔네요.심형래 사회자님과 가수분들 악단.. 너무 훌륭합니다.멋진추억 이었고 10월 공연도 예매했어요.. 감사합니다
월클 록커 강형호,"죽기전에 꼭 봐야할 피티콘
주변에 다 말하고 있습니다!
찐입니다 찐이에요!!????????????"
너무 멋진 공연,최고입니다.
노래의 신,"발라드, ��, 크로스오버 모든것이 퍼팩트 했다.
패스티벌처럼 뛰며 떼창하고 같이 호흡한 이 공연이 너무 행복했다. 공연의 신, 노래의 신 유!채!훈!
?? ?? ?? ??"
여름에는 유채훈♡♡,"폭발하는 가창력과 귀여움에 끙끙 앓다왔다.
여름마다 오는 유채훈 콘. 이 공연 보는 맛에 산다"
여름하면 싸이??싸이하면 흠뻑쇼??,"목소리와 다리를 내어주고 추억을 얻어왔습니다??
거진 인어공주ㅋㅋㅋㅋ
무조건 내년 흠뻑쇼도 가려고 합니다 ㅎㅎ
부디 오래오래 노래해주세요 ??"
내년에도 도전!,"갈 수 있을까(제주 도민이라 뱅기표가 있어야 함). 
견딜 수 있을까(물을 무섭게 쏜다고 들음). 
내 체력이 될까(앵콜이 끝이 없다고 소문이 자자함).
아! 또 하나. 예매는 될까(순간의 클릭으로 여름 휴가가 사라질 수 있음). 
수많은 고민을 거듭하게 하는 콘서트는 아마 싸이 콘서트가 유일하지 않을까 싶네요. 
결론은! 모든걸 다 해 냈습니다. 심지어 초4 아들까지 데리고 갔는데 아들이 내년에 또 오자고 하더군요.
내년에도 도전할 겁니다!
별 하나 뺀 거는 속은 게 있어서.. 아이 때문에 물제한석으로 예매했는데... ㅎㅎ 다 젖었습니다. 괜찮을거라 생각하고 운동화 신고 갔는데... ㅠㅠ 다음날 온 가족이 신발가게 가서 슬리퍼 샀습니다. 
내년엔 (예매 성공하면) 무장하고 가려고 합니다! 
바람이 있다면 제주에서도 해 주시길~!!!"
내년에도 도전!,"갈 수 있을까(제주 도민이라 뱅기표가 있어야 함). 
견딜 수 있을까(물을 무섭게 쏜다고 들음). 
내 체력이 될까(앵콜이 끝이 없다고 소문이 자자함).
아! 또 하나. 예매는 될까(순간의 클릭으로 여름 휴가가 사라질 수 있음). 
수많은 고민을 거듭하게 하는 콘서트는 아마 싸이 콘서트가 유일하지 않을까 싶네요. 
결론은! 모든걸 다 해 냈습니다. 심지어 초4 아들까지 데리고 갔는데 아들이 내년에 또 오자고 하더군요.
내년에도 도전할 겁니다!
별 하나 뺀 거는 속은 게 있어서.. 아이 때문에 물제한석으로 예매했는데... ㅎㅎ 다 젖었습니다. 괜찮을거라 생각하고 운동화 신고 갔는데... ㅠㅠ 다음날 온 가족이 신발가게 가서 슬리퍼 샀습니다. 
내년엔 (예매 성공하면) 무장하고 가려고 합니다! 
바람이 있다면 제주에서도 해 주시길~!!!"
내년에도 도전!,"갈 수 있을까(제주 도민이라 뱅기표가 있어야 함). 
견딜 수 있을까(물을 무섭게 쏜다고 들음). 
내 체력이 될까(앵콜이 끝이 없다고 소문이 자자함).
아! 또 하나. 예매는 될까(순간의 클릭으로 여름 휴가가 사라질 수 있음). 
수많은 고민을 거듭하게 하는 콘서트는 아마 싸이 콘서트가 유일하지 않을까 싶네요. 
결론은! 모든걸 다 해 냈습니다. 심지어 초4 아들까지 데리고 갔는데 아들이 내년에 또 오자고 하더군요.
내년에도 도전할 겁니다!
별 하나 뺀 거는 속은 게 있어서.. 아이 때문에 물제한석으로 예매했는데... ㅎㅎ 다 젖었습니다. 괜찮을거라 생각하고 운동화 신고 갔는데... ㅠㅠ 다음날 온 가족이 신발가게 가서 슬리퍼 샀습니다. 
내년엔 (예매 성공하면) 무장하고 가려고 합니다! 
바람이 있다면 제주에서도 해 주시길~!!!"
좋아요,한번쯤은 가볼만한거 같아요
좋습니다,좋았습니다
첨가봤는데 재미있었음,내년에 또갈래용!
역시 여름에는 펜타포트,매년 가는 펜타포트지만 매년 정말 만족하고 옵니다 항상 즐겁게 놀고 마지막에는 아쉽기까지.. 이거때문에 삽니다 매년 여름이 기다려지는 이유는 펜타포트.. 다른 페스티벌도 참 많지만 펜타는 이상하게 더 좋네요..
마!,역시 싸이콘은 흠뻑쇼가 정수..
2번으로 끝나서는 안될 공연,"2시간을 넘도록 노래를 듣고 무대를 보면서 느낄수 없었던 단 한가지가 있었다. 불안감!!! 어느 노래를 하고 어떤 무대를 하더라도 불안함이라고는 0.00000001%도 느낄수가 없었다. 어쩜 그렇게 뛰면서도 안정적으로 심지어 기가 차도록 잘하는지.....이런 어마무시한 공연이 두번으로 끝난다는 사실이 믿을수가 없다. 
모쓰~~~제발 앙콘을 기획해주세요??????
유채훈에게 다른말은 필요없다.
당신이 내게는 유느님이다~~유멘??????"
수원콘NNL,"완전반했어요
범접할수없는 대체불가의공연
강형호밖에 할수없는 환상의공연
공연의신 강형호입니다
수원콘대박이였어요"
멋진 공연은 누가 만드는가? 유채훈!,"경계를 넘나들고
장르를 가리지 않는
멋진 가수 유채훈!

경계가 없이 표현하는 미술기법을 의미하는
스푸마토 라는 3집 앨범 출시기념 3번째 단독콘서트는 더욱더 무르익은 가수 유채훈의 
모든 것이 들어있던 종합선물세트였어요!"
스트레스 팡 팡,와이프랑 스탠딩 라구역 중앙무대 앞에서 봤는데 넘신나고 즐거운 하루 였어요
싸이는 싸이코다,싸이코처럼 놀다왓습니다 다음날은 삭제ㅡ됐지만&#128557;
넘 재밌었던 첫 락페스티벌!,"락을 잘 모르긴 하는데 분위기 즐겨보고 싶어서 락 페스티벌 처음으로 가봤어요.더워서 잠깐씩 어지럽긴 했지만!!! 에너지 넘치는 음악과 사람들에 힘 받고 왔습니다.사실 아무도 모르고 갔지만 노래도 너무 잘하시고 밴드 연주는 말할 것도 없고,,,리듬 타면서 음악 들으니까 진짜 넘 힐링이었어요.가끔씩 물 뿌려주는 것도 시원하고 좋았습니닷. 내년에도 고!!!!"
네 팀을 섞어서 무대를 했으면 더 좋았을 것,"출연한 네 팀을 다 좋아하기에 무대 자체는 정말 좋았으나, ''합동 공연'' 하면 당연히 기대하는 다른 팀의 팀원들끼리 모여 하는 ''합동 무대''가 없어서 굉장히 아쉬웠다.셋리스트 공개 전에 기꺼이 예매하는 이유는 합동 무대에 대한 기대감이 있기 때문인데... 고작 단체로 Luna 하나만 있었다는 건 대단히 아쉬운 부분.개인적으로는 팬텀싱어4의 ''Il Canto'' 팀의 새로운 레파투아나 ''라피네'' 듀오와 ''Comme Toi'' 듀오의 새로운 레파투아, 그리고 시즌 3의 라비던스 멤버들과 시즌4 팀의 멤버들이 만나 새로운 무대를 꾸미는 것을 기대했었다.다음 합동 공연이 이루어진다면 꼭 이러한 무대들이 생기기를......"
싸이콘서트,"아빠가 선물해준 싸이콘서트~~
와우 대박이었어요~^^
최고 최고~~"
또해주세요,"두번만 하기 너무 아까워요
너무 좋아요ㅠㅠㅠㅠㅜㅜ"
최고라고만,귀호강 눈호강 다하는 최고의 공연
늦지않게 다시 꼭 만나요,"3월부터 7월까지 행복했습니다. 
사랑해요 SG워너비 
너무 늦지않게 또 공연으로 만나길 바랍니다"
감동의 싱어에인3 탑10 앵콜콘서트,"싱어게인 프로그램 애청자로 ..특히 이번 3시즌은 참가자들의 기량이 너무 좋고..빨려들어가듯 보게 되었죠..특히 탑10무대부터는 라이브로 듣고싶다..그러다 홍이삭의 옛친구에게 무대를 보고 콘서트가서 꼭 볼테다.그래서 싱어게인3 콘서를 시작하자 마자 봤는데..다양한 스타일에 가창력뛰어난 10명의 가수의 라이브 무대가 너무 알찼습니다.그리고 최종 마지막 앵콜무대는 꼭 가리라 마지막이라는 아쉬움을 달래며 예매를하고,두근두근 콘서트를 갔지요.그동안 멤버들이 정도 많이 들었는지..애틋하고.마지막까지 한곡한곡 관중들과의 시간들을 소중히 하려는 마음에 감동받았습니다.음향이 가창력에 비해 너무 아쉬웠지만 멤버들의 가창력으로 다 커버.특히 우승한 마지막 홍이삭 가수는 정말..앞으로 단콘하면 꼭 하려합니다!"
한 번 보고 두 번 보고,또 또 또 보고 싶다
그냥 페스티벌인 줄 알았는데 락페였던건에 대하여,너무 재밌었다 날씨만 아니면 더 뛰고 놀았을 듯 진심 8월 야외공연은 아닌거 같아요 더위에 몇번 혼절 할 뻔했음
흠뻑쇼 최강,한번가면 빠져 나오지못하는 콘서트 연령대 남녀노소 다즐기고 스트레스 날리고 최고입니다. 한번은 무조건 꼭가보세요.
미.친.공.연,"최애가수 임한별 단독 콘서트를 집앞에서 한다고 하길래 바로 1열로 예매했습니다.허용별콘서트 이후 두번째 실물 영접했는데, 정말로 너무 좋았고 노래 너무 잘합니다.라이브 정말 잘합니다. 중간중간 토크와 영상, 무대매너 정말 최고였고 꼭꼭 발라드 좋아하시고 임한별 좋아하시는 분들은 콘서트 가보시길 추천드립니다!서울 막콘 바로 예매해서 가보세요!!!"
너무즐거운시간되엇습니다,행복햇어요 감사합니다♡♡♡♡♡
부산 어썸스테이지 관람했습니다,"인터파크 티켓을 통해 예매한 부산 어썸스테이지 정수민& 드래곤 포니& 엑스디너리 히어로즈 공연을 관람했습니다. 벡스코 오디토리움에서 진행되었는데 공연장이 매우 쾌적했고, 가수 분들도 관객들과 공감하며 공연을 잘 진행해 주셔서 정말 즐거웠습니다. 앞으로도 이런 공연을 더 자주 관람하고 싶네요????"
행복만땅,"2시간 넘는 시간동안 노래에 감동 받고 
멘트에 웃음 터지는 행복한 공연이었어요.
노래, 연주, 조명까지도.. 완벽했던 공연..
유채훈 역시 최고..
이런 멋진 공연 만들어 주셔서 감사해요."
뜨거움 안녕,추언니의 눈물의의미를 마음 깊이 공감이되었고  홍이삭님의 마지막 싱3의 출발점. 렛잇비 노래가 너무 감명깊었어요
맡겨놓은 앙콘 주세요!!!,못보내!!!!!
너무 재밌었습니다,재밌게 잘 놀다가 왔습니다 내년에도 또 이용할게요!
벼르고벼르다 드디어 간 생애 첫 흠뻑쇼 찐 후기 !!!,"몇 년 전부터 주변 사람들은 물론 SNS에서도 흠뻑쇼에 대한 후기들을 볼 때마다 항상 너무 가고싶었는데 스케줄이 안 나다가 드 !! 디 !! 어 !! 벼르고벼르다가 처음으로 직접 티켓팅도 해보고 흠뻑쇼도 갔다왔는데 이래서 흠뻑쇼 - 흠뻑쇼 - 하는구나 , 싶더라구요 !?? 
  처음 입장할 때 뙤얕볕 아래에서 1시간 반 가량 대기하고 입장하는건 진짜 과장 아닌 현기증이 났을 정도로 더웠지만 그래도 공연장에 들어가자마자 물 뿌려지고있고 그늘이라 더위가 싹 가긴 했어요 !
  콘서트 흐름도 3부를 넘어 거진 한 시간가량이었던 앵콜도 재밌고 진짜 신나고 물을 뿌려주시다보니 계속 소리지르고 뛰는데 더위도 안 느껴지고 대만족이였어요 !! 내년 여름에도 반드시 ,, 갈꺼애오 !!!!!"
벼르고벼르다 드디어 간 생애 첫 흠뻑쇼 찐 후기 !!!,"몇 년 전부터 주변 사람들은 물론 SNS에서도 흠뻑쇼에 대한 후기들을 볼 때마다 항상 너무 가고싶었는데 스케줄이 안 나다가 드 !! 디 !! 어 !! 벼르고벼르다가 처음으로 직접 티켓팅도 해보고 흠뻑쇼도 갔다왔는데 이래서 흠뻑쇼 - 흠뻑쇼 - 하는구나 , 싶더라구요 !?? 
  처음 입장할 때 뙤얕볕 아래에서 1시간 반 가량 대기하고 입장하는건 진짜 과장 아닌 현기증이 났을 정도로 더웠지만 그래도 공연장에 들어가자마자 물 뿌려지고있고 그늘이라 더위가 싹 가긴 했어요 !
  콘서트 흐름도 3부를 넘어 거진 한 시간가량이었던 앵콜도 재밌고 진짜 신나고 물을 뿌려주시다보니 계속 소리지르고 뛰는데 더위도 안 느껴지고 대만족이였어요 !! 내년 여름에도 반드시 ,, 갈꺼애오 !!!!!"
실내 페벌 쏘 쾌적,"오랜만에 가는 실내 페스티벌이었는데
생각한거 보다 에어컨도 빵빵하고 시큐분들이 잘 통제해주셔서 쾌적하게 놀다가 옵니다"
흠뻑쑈,날씨가 너무 더워서 힘들기도 했지만 재미있었습니다
정말 끝내주는 콘서트였습니다,"스탠딩 가구역으로 갔어요.
신발은 쪼리 신고갔고 밟히거나 벗겨짐 없이 안전하게 놀다왔습니다. 물대포 때문에 눈화장 지키기위해 캡모자 필수구요. 물안경까지는 필요없었어요. 물은 최대한 적게 마셔야 중간에 화장실 가는 불상사생기지않습니다.대기시간 포함 6시간 스탠딩했지만 30대후반 체력 견딜만했어요. 다만 어깨,허리,골반 나갔습니다ㅋㅋㅋㅋ 그래도 너무너무 흥나고 힐링하고 재미있었어요. 성시경게스트, 씨엘게스트 너무 좋았구요. 안전요원이 중간중간 수시로 생수 나눠주고 안전을 돌봐주셔서 안전하고 재미있게 관람할수있었어요. 다음번엔 지정석 이용하고 싶어요. 나이가 허락할 것 같지 않거든요ㅋㅋㅋ 수많은 인파속에 질서가 잘지켜졌고 공연 끝나고 지하철타고 집에오는 길 내내 곳곳에 안전요원들이 있어 너무 좋았습니다. 정말 행복한 시간이었어요!!!"
정말 끝내주는 콘서트였습니다,"스탠딩 가구역으로 갔어요.
신발은 쪼리 신고갔고 밟히거나 벗겨짐 없이 안전하게 놀다왔습니다. 물대포 때문에 눈화장 지키기위해 캡모자 필수구요. 물안경까지는 필요없었어요. 물은 최대한 적게 마셔야 중간에 화장실 가는 불상사생기지않습니다.대기시간 포함 6시간 스탠딩했지만 30대후반 체력 견딜만했어요. 다만 어깨,허리,골반 나갔습니다ㅋㅋㅋㅋ 그래도 너무너무 흥나고 힐링하고 재미있었어요. 성시경게스트, 씨엘게스트 너무 좋았구요. 안전요원이 중간중간 수시로 생수 나눠주고 안전을 돌봐주셔서 안전하고 재미있게 관람할수있었어요. 다음번엔 지정석 이용하고 싶어요. 나이가 허락할 것 같지 않거든요ㅋㅋㅋ 수많은 인파속에 질서가 잘지켜졌고 공연 끝나고 지하철타고 집에오는 길 내내 곳곳에 안전요원들이 있어 너무 좋았습니다. 정말 행복한 시간이었어요!!!"
정말 끝내주는 콘서트였습니다,"스탠딩 가구역으로 갔어요.
신발은 쪼리 신고갔고 밟히거나 벗겨짐 없이 안전하게 놀다왔습니다. 물대포 때문에 눈화장 지키기위해 캡모자 필수구요. 물안경까지는 필요없었어요. 물은 최대한 적게 마셔야 중간에 화장실 가는 불상사생기지않습니다.대기시간 포함 6시간 스탠딩했지만 30대후반 체력 견딜만했어요. 다만 어깨,허리,골반 나갔습니다ㅋㅋㅋㅋ 그래도 너무너무 흥나고 힐링하고 재미있었어요. 성시경게스트, 씨엘게스트 너무 좋았구요. 안전요원이 중간중간 수시로 생수 나눠주고 안전을 돌봐주셔서 안전하고 재미있게 관람할수있었어요. 다음번엔 지정석 이용하고 싶어요. 나이가 허락할 것 같지 않거든요ㅋㅋㅋ 수많은 인파속에 질서가 잘지켜졌고 공연 끝나고 지하철타고 집에오는 길 내내 곳곳에 안전요원들이 있어 너무 좋았습니다. 정말 행복한 시간이었어요!!!"
"걸어다니는 ""감동"" 싸이!!!","처음 갔는데, 한번도 안 가본 사람은 있어도, 한번만 가는 사람은 없는 것 같아요~~ 진짜 빠져듭니다~~ 싸이 진짜 열정 넘치고, 노래도 잘하고, 뛰어다니시는것도 넘 귀엽고, 힘들어하는 고객도 중간중간 체크해서 경호원 부르고, 댄서분들, 연주해 주신 분들, 설치 외 일해주신 직원들이며 경찰서 외 협조해주신 관공서까지 다 감사하다는 뜻으로 노래까지.. 정말 이보다 완벽한 세계스타는 없다일 정도였어요~~ 멋진데다 따뜻한 마음까지 갖춘.. ^^ 자존감 낮아지려 할때마다 싸이 노래 들으면 정말 마법처럼 자존감이 되살아나서 자주 들으며 일하고 있어요~~  건강 잘 챙기셔서 오래오래 노래해 주세요~ 매년 전국투어 하신다고 들었는데, 자주 만나고 시포요~ 사랑합니다~ ^^"
그저 빛,"실명될뻔했어요
후광이 너무 밝아서"
가수,가수해주셔서 감사합니다
